player_id,player_name,birthday,height,weight
571685,Adrian Marin,1997-01-09,180,73
105526,Adrian Mrowiec,1983-12-01,191,84
39311,Adrian Mutu,1979-08-01,183,76
112976,Adrian Nikci,1989-11-10,183,76
116881,Adrian Paluchowski,1987-08-19,180,75
239253,Adrian Rakowski,1990-10-07,180,70
50345,Adrian Ramos,1986-01-22,185,75
323385,Adrian Ricardo Centurion,1993-01-19,175,65
42431,Adrian Ricchiuti,1978-06-30,168,72
183482,Adrian Sardinero Corpa,1990-10-13,180,78
168047,Adrian Stoian,1991-02-11,178,66
114790,Adrian Winter,1986-07-08,178,75
169756,Adrian,1987-01-31,188,77
167648,Adriano De Pierro,1991-01-11,185,77
280969,Adriano Facchini,1983-03-12,188,78
39190,Adriano Ferreira Pinto,1979-12-10,178,81
172172,Adriano Jose de Lara,1987-12-09,185,86
39199,Adriano Pereira da Silva,1982-04-03,180,75
38122,Adriano Russo,1987-06-06,185,72
121923,Adriano,1982-01-21,175,76
30690,Adriano,1982-02-17,188,88
33992,Adriano,1984-10-26,173,73
41109,Adriano,1980-01-29,183,80
171737,Adrien Goni,1988-08-25,173,66
447107,Adrien Hunou,1994-01-19,175,62
352879,Adrien Rabiot,1995-04-03,188,71
557353,Adrien Rawyler,1993-06-13,178,68
188413,Adrien Regattin,1991-08-22,168,66
40930,Adrien Silva,1989-03-15,175,69
317062,Adrien Thomasson,1993-12-10,178,72
242719,Adrien Trebel,1991-03-03,173,72
263276,Adryan,1994-08-10,175,71
35608,"Afonso Alves,24",1981-01-30,185,74
361711,Afonso,1993-01-06,170,63
213366,Afriyie Acquah,1992-01-05,178,70
441441,Ager Aketxe,1993-12-30,175,69
118883,Agim Ibraimi,1988-08-29,178,71
119305,Agon Mehmeti,1989-11-20,183,79
256728,Agustin Vuletich,1991-11-03,185,79
45872,Ahmed Ammi,1981-01-19,180,75
41399,Ahmed Apimah Barusso,1984-12-26,183,75
513810,Ahmed El Messaoudi,1995-08-03,183,78
111930,Ahmed El Mohamady,1987-09-09,183,78
561140,Ahmed Hamoudi,1990-07-21,173,67
403003,Ahmed Hassan Koka,1993-03-05,191,85
297556,Ahmed Hegazy,1991-01-25,196,83
41182,Ahmed Kantari,1985-06-28,185,82
120917,Ahmed Kashi,1988-11-18,178,76
232103,Ahmed Musa,1992-10-14,168,69
174597,Ahmed Saied Okka,1984-03-13,185,79
174600,Ahmed Samir Farag,1986-05-20,183,86
148953,Ahmed Soukouna,1990-01-13,183,76
441166,Ahmet Ozcan,1995-03-07,183,75
410141,Aidan Connolly,1995-08-15,165,65
582500,Aidan Nesbitt,1997-02-05,175,65
199829,Aiden Chippendale,1992-05-24,173,68
32448,Aiden McGeady,1986-04-04,178,71
34319,Aimo Stefano Diana,1978-01-02,175,74
213737,Airam Cabrera,1987-10-21,180,78
133535,Airton,1990-02-21,180,77
128843,Aislan,1988-01-11,193,90
715642,Aissa Laidouni,1996-12-13,183,73
210683,Aissa Mandi,1991-10-22,183,78
185301,Aitor Nunez,1987-10-02,178,70
33993,Aitor Ocio,1976-11-28,188,77
24160,Aiyegbeni Yakubu,1982-11-22,183,83
243127,Akaki Gogia,1992-01-18,178,73
20771,Akihiro Ienaga,1986-06-13,173,70
244128,Akoete Eninful,1992-07-21,183,70
23163,Akos Buzsaky,1982-05-07,180,74
31255,Akpo Sodje,1981-01-31,188,80
127255,Akwetey Mensah,1983-04-15,173,74
33451,Alaeddine Yahia,1981-09-26,188,81
26085,Alain Cantareil,1983-08-15,178,70
34268,Alain Nef,1982-02-06,191,88
182847,Alain Pierre Mendy,1989-11-17,183,72
36785,Alain Rochat,1983-02-01,183,78
67393,Alain Schultz,1983-02-17,175,75
34417,Alain Traore,1988-12-31,175,73
95220,Alain Wiss,1990-08-21,180,67
32693,Alan Combe,1974-04-03,185,78
32547,Alan Gow,1982-10-09,183,70
37085,Alan Haydock,1976-01-13,175,72
267728,Alan Henrique,1991-06-19,188,82
32870,Alan Hutton,1984-11-30,185,73
92935,Alan Kardec,1989-01-12,188,80
14100,Alan Mannus,1982-05-19,188,92
32845,Alan Martin,1989-01-01,183,75
23081,Alan Maybury,1978-08-08,180,73
24024,Alan O'Brien,1985-02-20,178,71
667963,Alan Schons,1993-05-24,180,74
30248,Alan Smith,1980-10-28,180,81
23881,Alan Tate,1982-09-02,185,85
312585,Alan Uryga,1994-02-19,191,85
25926,Alan,1979-09-19,180,70
441173,Alassane Diallo,1995-02-19,175,60
294859,Alassane Plea,1993-03-10,180,79
289250,Alassane Tambe,1992-01-26,183,73
160220,Alassane Toure,1989-02-09,183,73
121488,Alban Joinel,1979-09-14,188,82
698273,Alban Lafont,1999-01-23,193,77
94883,Alban Meha,1986-04-26,175,76
177689,Alban Pnishi,1990-10-20,188,81
37503,Albano Benjamin Bizzarri,1977-11-09,193,89
41173,Albert Baning,1985-03-19,193,81
35831,Albert Bunjaku,1983-11-29,178,75
45605,Albert Crusat,1982-05-13,165,65
37483,Albert Meyong Ze,1980-10-19,183,71
396912,Albert Rafetraniaina,1996-09-09,175,65
37920,Albert Riera,1982-04-15,188,83
484858,Albert Rusnak,1994-07-07,180,65
36066,Albert Streit,1980-03-28,180,79
27694,Alberto Aquilani,1984-07-07,185,79
107929,Alberto Botia,1989-01-27,188,80
299879,Alberto Brignoli,1991-08-19,188,74
41168,Alberto Bueno,1988-03-20,178,64
38395,Alberto Cifuentes,1979-05-29,188,67
47565,Alberto De la Bella,1985-12-02,183,82
39425,Alberto Fontana,1967-01-23,185,73
30143,"Alberto Frison,18",1988-07-21,191,85
102394,Alberto Garcia,1985-02-09,183,77
30881,Alberto Gilardino,1982-07-05,183,79
42460,Alberto Giuliatto,1983-09-17,180,77
575364,Alberto Grassi,1995-03-07,183,75
543020,Alberto Guitian,1990-07-29,183,74
37451,Alberto Lopo,1980-05-05,185,81
32763,"Alberto Luque,21",1978-03-11,183,80
39743,Alberto Maria Fontana,1974-12-02,188,83
314605,Alberto Moreno,1992-07-05,170,65
109121,Alberto Paloschi,1990-01-04,183,80
39302,Alberto Pelagotti,1989-03-09,188,82
231977,Alberto Perea,1990-12-19,175,66
74028,Alberto Pomini,1981-03-17,188,83
42121,Alberto Regazzoni,1983-05-04,170,65
2790,Alberto Rey,1974-02-15,175,74
30273,Alberto Rivera,1978-02-16,168,66
88521,Alberto Rodriguez,1984-03-31,183,71
38576,Alberto Zapater,1985-06-13,180,82
527104,Albian Ajeti,1997-02-26,183,77
26401,Albin Ebondo,1984-02-23,183,85
71768,Albin Ekdal,1989-07-28,185,82
493418,Albion Avdijaj,1994-01-12,191,80
281864,Aldair,1992-01-31,170,65
661509,Aldin Turkes,1996-04-22,193,75
93343,Aldo Angoula,1981-05-04,183,82
664961,Aldo Kalulu,1996-01-21,165,57
33759,Aldo Pedro Duscher,1979-03-22,175,72
39345,Aleandro Rosi,1987-05-17,183,80
467052,Alec Luyckx,1995-05-19,175,66
450292,Alef,1995-01-28,185,71
189192,Aleix Vidal,1989-08-21,178,69
38131,Alejandro Alfaro,1986-11-23,175,73
26120,Alejandro Alonso,1982-03-03,170,68
191906,Alejandro Arribas,1989-05-01,183,74
169217,Alejandro Bedoya,1987-04-29,178,73
151079,Alejandro Bergantinos,1985-06-07,178,73
45220,Alejandro Daro Gomez,1988-02-15,165,68
10348,Alejandro Dominguez,1981-06-10,175,73
97657,Alejandro Faurlin,1986-08-09,185,79
303484,Alejandro Galvez,1989-06-06,191,79
168569,Alejandro Gonzalez,1988-03-23,183,79
288406,Alejandro Grimaldo Garcia,1995-09-20,175,71
187150,Alejandro Martinuccio,1987-12-16,178,73
282470,Alejandro Pozuelo,1991-09-20,170,63
302911,Aleksandar Bjelica,1994-01-07,185,80
364496,Aleksandar Cavric,1994-05-18,185,76
522571,Aleksandar Damcevski,1992-11-21,193,88
167094,Aleksandar Ignjovski,1991-01-27,175,70
16351,Aleksandar Kolarov,1985-11-10,188,83
426005,Aleksandar Kovacevic,1992-01-09,173,70
37515,Aleksandar Lukovic,1982-10-23,185,83
155739,Aleksandar Miljkovic,1990-02-26,183,76
34067,Aleksandar Mitreski,1980-08-05,185,75
351860,Aleksandar Mitrovic,1994-09-16,188,82
280638,Aleksandar Pantic,1992-04-11,185,76
164519,Aleksandar Pesic,1992-05-21,191,87
124144,Aleksandar Prijovic,1990-04-21,193,87
26680,Aleksandar Rankovic,1978-08-31,173,78
278866,Aleksandar Stevanovic,1992-02-16,175,65
69018,Aleksandar Todorovski,1984-02-26,180,73
156534,Aleksandar Tonev,1990-02-03,178,69
208852,Aleksandar Trajkovski,1992-09-05,178,73
27476,Aleksandar Vasoski,1979-11-21,180,76
306158,Aleksander Jagiello,1995-02-02,165,60
68839,Aleksander Kwiek,1983-01-13,175,79
3441,Aleksander Radosavljevic,1979-04-25,183,79
22822,Aleksander Seliga,1980-02-01,185,79
26169,Aleksandr Hleb,1981-05-01,185,73
89828,Aleksandrs Fertovs,1987-06-16,178,78
31191,Aleksei Kangaskolkka,1988-10-29,188,84
395154,Alen Halilovic,1996-06-18,170,65
173913,Alen Melunovic,1990-01-26,191,79
191081,Alen Stevanovic,1991-01-07,180,83
39145,Alesandro Cordaro,1986-05-02,170,68
39763,Alessandro Agostini,1979-07-23,175,66
39470,Alessandro Bernardini,1987-01-21,188,73
39762,Alessandro Budel,1981-02-25,183,82
74452,Alessandro Carrozza,1982-02-01,178,76
197848,Alessandro Cerigioni,1992-09-30,178,72
41424,Alessandro Ciarrocchi,1988-01-03,191,82
154238,Alessandro Crescenzi,1991-09-25,175,71
561819,Alessandro Damen,1990-05-17,185,83
30727,Alessandro Del Piero,1974-11-09,175,74
41475,Alessandro Diamanti,1983-05-02,180,75
264842,Alessandro Florenzi,1991-03-11,173,67
42443,Alessandro Frara,1982-11-07,178,72
24504,Alessandro Gamberini,1981-08-27,185,80
41816,Alessandro Gazzi,1983-01-28,183,81
27606,Alessandro Grandoni,1977-07-22,180,76
182843,Alessandro Iacobucci,1991-06-03,188,82
7683,Alessandro Iandoli,1984-04-29,180,82
73047,Alessandro Lambrughi,1987-05-19,180,77
215725,Alessandro Longhi,1989-06-25,185,76
27679,Alessandro Lucarelli,1977-07-22,183,78
11747,Alessandro Mangiarrati,1978-09-15,183,78
41411,Alessandro Matri,1984-08-19,183,80
30723,Alessandro Nesta,1976-03-19,188,79
41729,Alessandro Parisi,1977-04-15,183,75
620524,Alessandro Piu,1996-07-30,180,73
39314,Alessandro Potenza,1984-03-08,185,79
167369,Alessandro Riedle,1991-08-14,178,76
31304,Alessandro Rosina,1984-01-31,168,67
461357,Alessandro Schoepf,1994-02-07,178,75
42652,Alessandro Sgrigna,1980-04-24,178,80
41269,Alessio Cerci,1987-07-23,180,78
282706,Alessio Cragno,1994-06-28,183,78
602306,Alessio Da Cruz,1997-01-18,180,70
39197,Alessio Manzoni,1987-04-10,178,65
362195,Alessio Romagnoli,1995-01-12,188,78
41762,Alessio Scarpi,1973-04-19,188,83
42482,Alessio Sestu,1983-09-29,178,73
24469,Alex Baptiste,1986-01-31,180,74
35480,Alex Bruce,1984-09-28,180,81
363343,Alex Bruno,1993-10-07,170,61
80566,Alex Bruno,1982-05-09,188,86
39204,Alex Calderoni,1976-05-31,183,83
306062,Alex Cooper,1991-11-04,180,70
213500,Alex Fernandez,1992-10-15,180,68
447488,Alex Ferrari,1994-07-01,183,70
265618,Alex Goncalves,1990-05-20,183,76
396888,Alex Harris,1994-08-31,178,69
430433,Alex Henshall,1994-02-15,178,66
604785,Alex Iwobi,1996-05-03,180,75
282274,Alex Kacaniklic,1991-08-13,180,72
470416,Alex Kakuba,1991-06-12,178,72
33913,Alex Keddie,1981-01-23,188,83
205034,Alex Lopez,1988-01-11,173,64
155122,Alex MacDonald,1990-04-14,170,72
39566,Alex Manninger,1977-06-04,188,85
264293,Alex Martinez,1990-08-12,175,64
119079,Alex McCarthy,1989-12-03,193,79
282689,Alex Menendez,1991-07-17,180,67
32924,Alex Neil,1981-06-09,175,70
196386,Alex Oxlade-Chamberlain,1993-08-15,175,70
49709,Alex Pearce,1988-11-09,188,85
213493,Alex Perez,1991-08-11,188,80
41136,Alex Pinardi,1980-09-05,180,74
408994,Alex Portillo,1992-11-06,180,72
157865,Alex Sandro,1991-01-26,180,78
262753,Alex Schalk,1992-08-07,170,68
34650,Alex Silva,1985-03-10,193,81
478988,Alex Soares,1991-03-01,178,68
23678,Alex Song,1987-09-09,185,74
428672,Alex Telles,1992-12-15,180,71
41975,Alex Valentini,1988-04-05,185,80
41766,Alex Von Schwedler,1980-02-17,183,76
150396,Alex,1989-01-29,183,77
163838,Alex,1991-08-27,175,67
26564,Alex,1982-06-17,188,92
186923,Alexander Bannink,1990-02-20,185,80
27306,Alexander Baumjohann,1987-01-23,178,75
118434,Alexander Buettner,1989-02-11,175,75
27535,Alexander Bugera,1978-08-08,180,75
317565,Alexander Corryn,1994-01-03,178,70
422127,Alexander Cristovao,1993-03-14,185,85
407765,Alexander Djiku,1994-08-09,180,75
128106,Alexander Dragovic,1991-03-06,185,79
147735,Alexander Esswein,1990-03-25,183,85
31672,Alexander Farnerud,1984-05-01,183,73
438780,Alexander Fransson,1994-04-02,180,74
34102,Alexander Frei,1979-07-15,180,74
71764,Alexander Gerndt,1986-07-14,185,80
190525,Alexander Gonzalez,1992-09-13,178,75
459000,Alexander Hack,1993-09-08,193,83
38206,Alexander Iashvili,1977-10-23,175,71
27297,Alexander Laas,1984-05-05,173,70
34420,Alexander Madlung,1982-07-11,193,92
40295,Alexander Mathisen,1986-11-24,185,75
27478,Alexander Meier,1983-01-17,196,96
192504,Alexander Merkel,1992-02-22,178,67
169569,Alexander Milosevic,1992-01-30,191,82
181333,Alexander Ring,1991-04-09,173,72
203755,Alexander Scholz,1992-10-24,188,87
248437,Alexander Schwolow,1992-06-02,188,83
440330,Alexander Soerloth,1995-12-05,193,90
71524,Alexander Stephan,1986-09-15,188,84
40100,Alexander Tettey,1986-04-04,180,68
3517,Alexandr Kerzhakov,1982-11-27,175,76
25824,Alexandre Alphonse,1982-06-17,175,76
750584,Alexandre Azevedo,1997-01-28,175,68
155075,Alexandre Barthe,1986-03-05,183,79
24122,Alexandre Bonnet,1986-10-17,173,65
265727,Alexandre Coeff,1992-02-20,185,72
93996,Alexandre Cuvillier,1986-06-17,183,72
39749,Alexandre D'Acol,1986-07-18,185,75
21657,Alexandre Di Gregorio,1980-02-12,175,80
33840,Alexandre Geijo,1982-09-05,188,81
3140,Alexandre Hauw,1982-01-22,175,68
169193,Alexandre Lacazette,1991-05-28,175,73
210387,Alexandre Letellier,1990-12-11,191,81
26213,Alexandre Licata,1984-01-02,178,76
560900,Alexandre Mendy,1994-03-20,183,86
114021,Alexandre Pasche,1991-05-31,175,70
46554,Alexandre Pato,1989-09-02,180,81
34055,Alexandre Quennoz,1978-09-21,180,80
46342,Alexandre Raineau,1986-06-21,178,71
571296,Alexandre Silva,1997-03-16,178,60
42321,Alexandros Tziolis,1985-02-13,188,84
42306,Alexandros Tzorvas,1982-08-12,188,80
298923,Alexandru Maxim,1990-07-08,178,73
41941,Alexei Jr Eremenko,1983-03-24,180,79
277443,Alexi Peuget,1990-12-18,185,75
687572,Alexis Alegue Elandi,1996-12-23,175,67
605848,Alexis Blin,1996-09-16,183,78
571681,Alexis De Sart,1996-11-12,180,75
50657,Alexis Norambuena Ruz,1984-03-31,173,72
281019,Alexis Rolin,1989-02-07,185,76
50047,Alexis Sanchez,1988-12-19,170,62
26275,Alexis Thebaux,1985-03-17,185,81
37479,Alexis,1985-08-04,183,75
303089,Alexy Bosetti,1993-04-23,170,65
641042,Alfonso Artabe,1988-08-18,185,78
27667,Alfonso De Lucia,1983-11-12,185,84
629594,Alfonso Pedraza,1996-04-09,183,75
280510,Alfonso Taira,1992-06-17,178,67
317156,Alfred Duncan,1993-03-10,178,78
129918,Alfred Finnbogason,1989-02-01,185,78
111801,Alfred N'Diaye,1990-03-06,191,80
239946,Alfredo Morales,1990-05-12,183,77
213649,Alfredo Ortuno,1991-01-21,183,84
46412,Alharbi El Jadeyaoui,1986-08-08,178,70
242889,Alhassan Wakaso,1992-01-07,180,80
256727,Alhassane Bangoura,1992-03-30,175,72
286117,Alhassane Keita,1992-04-16,180,79
41718,Alhassane Keita,1983-06-26,170,68
476771,Ali Adnan,1993-12-19,185,71
190741,Ali Ahamada,1991-08-19,188,83
25156,Ali Al-Habsi,1981-12-30,193,79
25535,Ali Boussaboun,1979-06-11,178,81
420224,Ali Ghazal,1992-02-01,188,84
211139,Ali M'Madi,1990-04-21,178,71
209371,Ali Messaoud,1991-04-13,183,76
512728,Ali Yasar,1995-03-08,180,70
261332,Alim Oezturk,1992-11-17,191,80
166577,Aliou Dia,1990-05-30,180,78
610533,Alioun Fall,1990-12-20,170,69
167285,Alireza Haghighi,1988-05-02,193,80
466890,Alireza Jahanbakhsh,1993-10-08,180,75
190493,Alistair Crawford,1991-07-30,178,63
169752,Aljaz Struna,1990-08-04,191,84
26503,Alje Schut,1981-02-18,193,97
32496,Allan McGregor,1982-01-31,183,84
213809,Allan Nyom,1988-05-10,188,81
24364,Allan Russell,1980-12-13,185,77
466482,Allan Saint-Maximin,1997-03-12,173,67
188652,Allan,1991-01-08,175,74
676625,Allan,1997-03-03,180,70
563216,Almamy Toure,1996-04-28,183,72
95681,Almeida Anderson do Oliveira,1980-12-14,188,89
128851,Almeida Borges Leandro,1985-03-31,178,82
25816,Almen Abdi,1986-10-21,183,75
174093,Almog Cohen,1988-09-01,170,71
634113,Alois Confais,1996-09-07,175,61
39978,Alou Diarra,1981-07-15,191,79
17276,Aloys Nong,1983-10-16,180,77
254455,Alpaslan Ozturk,1993-07-16,185,83
210164,Alphonse Areola,1993-02-27,191,91
94021,Alphousseyni Keita,1985-11-13,180,81
27351,Altin Lala,1975-11-18,173,68
264743,Alvarinho,1990-09-03,170,67
299653,Alvaro Ampuero,1992-09-25,183,77
46211,Alvaro Anton,1983-12-28,178,70
37442,Alvaro Arbeloa,1983-01-17,183,79
201916,Alvaro Arroyo,1988-07-22,180,76
183350,Alvaro Cejudo,1984-01-29,180,78
114044,Alvaro Dominguez,1989-05-15,188,83
50104,Alvaro Dominguez,1981-06-10,175,69
141662,Alvaro Fernandez,1985-10-11,185,72
474658,Alvaro Garcia,1992-10-27,168,59
183327,Alvaro Gimenez,1991-05-19,183,75
257855,Alvaro Gonzalez Soberon,1990-01-08,180,68
57067,Alvaro Gonzalez,1984-10-29,175,72
523390,Alvaro Medran,1994-03-15,175,68
41465,Alvaro Mejia,1982-01-18,180,71
213501,Alvaro Morata,1992-10-23,188,85
75310,Alvaro Negredo,1985-08-20,185,86
100033,Alvaro Pereira,1985-11-28,180,78
33586,Alvaro Rubio,1979-04-18,180,68
41564,Alvaro Saborio,1982-03-25,183,77
34983,Alvaro Santos,1980-01-30,180,88
282467,Alvaro Vadillo,1994-09-12,180,70
213489,Alvaro Vazquez,1991-04-27,183,75
38162,"Alves Justino Jorge Luiz,28",1982-04-22,193,80
93484,Aly Cissokho,1987-09-15,180,75
681965,Aly Ndom,1996-05-30,188,80
185388,Amad Al Hosni,1984-07-18,178,68
46660,Amadou Alassane,1983-04-07,188,76
668307,Amadou Diawara,1997-07-17,183,75
111917,Amadou Sidibe,1986-02-19,173,72
318656,Amadou Soukouna,1992-06-21,178,74
170316,Amara Baby,1989-02-23,183,75
38827,Amauri,1980-06-03,185,83
27226,Amaury Bischoff,1987-03-31,178,66
35636,Amdy Faye,1977-03-12,183,78
277767,Amidio Balde,1991-05-16,193,93
244840,Amidu Salifu,1992-09-20,183,78
668820,Amilton,1989-08-12,173,68
384142,Amin Affane,1994-01-21,175,74
309505,Amin Younes,1993-08-06,168,67
